text,label
"Міні-холодильник має досить великий об'єм, ідеально підходить для офісів або малих кухонь. Однак він досить шумний, і під час роботи створює неприємний гул. Також є проблеми з підтримкою постійної температури, інколи продукти зберігаються не зовсім на належному рівні охолодження. Хороший для короткострокового використання, але є нюанси з ефективністю", нейтральний
"Тепловий насос працює ефективно, швидко нагріває приміщення. Проте він досить шумний і може створювати дискомфорт при тривалому використанні. Також, через певну складність в налаштуваннях, знадобиться час, щоб підібрати оптимальну температуру. В загальному ефективний для невеликих приміщень, але є недоліки при довготривалому використанні", нейтральний
"Машинка для стрижки волосся працює досить добре, але інколи лезо може застрягати на густому волоссі. Шумить вона досить голосно, тому для тих, хто звик до тиші, це може бути незручністю. Також, незважаючи на свою компактність, її важко використовувати для точних стрижок. У загальному, для базового догляду — підходить, але є свої моменти", нейтральний
"Сушарка для рук працює швидко, але інколи повітря може бути занадто гарячим, що не завжди комфортно. Також, за деяких умов вона може не висушити руки до кінця, і доводиться використовувати її кілька разів. Загалом, для невеликих приміщень — добре, але є моменти, які потребують удосконалення", нейтральний
"Кріселко досить зручне, спина не втомлюється, але матеріал оббивки виглядає дещо дешевим і швидко зношується. Сидіти комфортно, але треба бути обережним з механізмами регулювання, бо вони інколи не працюють належним чином. Для недовгих робочих сесій — підходить, але для тривалого сидіння краще щось міцніше", нейтральний
"Палетка для макіяжу має гарні відтінки, але деякі кольори погано лягають на шкіру і вимагають додаткових шарів для досягнення насиченого кольору. Деякі тіні тримаються на шкірі не дуже довго, і доводиться часто коригувати макіяж. В принципі, підходить для тих, хто любить пробувати нові кольори, але не для тих, хто хоче стійкість", нейтральний
"Кавовий апарат працює досить швидко, але інколи капсули застрягають і їх потрібно виймати вручну. Крім того, вартість капсул досить висока, і якщо часто користуватися, це може обійтися в копієчку. Кава виходить смачна, але за умови, що ви не проти частих замін і витрат на капсули", нейтральний
"Чохол для телефону добре захищає пристрій від подряпин, але трохи важкуватий, що ускладнює використання в руці. Виглядає стильно, але кольори можуть швидко вигорати на сонці. За ціною — прийнятний варіант, але не найзручніший для активного використання", нейтральний
"Блендер працює досить тихо, але інколи він не може подрібнити тверді інгредієнти на дрібні частини. Також він має не дуже зручну ручку, і коли ви використовуєте його для великих об'ємів продуктів, рука може втомлюватися. Для невеликих порцій — відмінно, але для великих об'ємів можна обрати інший варіант", нейтральний
"Кросівки зручні, але швидко зношується підошва, і через кілька місяців починають виникати проблеми з амортизацією. Колір виглядає класно, але матеріал може розтягуватися, що створює дискомфорт під час тривалих прогулянок. Для активного використання краще знайти модель з більш міцним матеріалом", нейтральний
"Картридж для принтера працює добре, але інколи він може бути недостатньо чорним для високоякісного друку. Проте, з огляду на ціну, це досить хороша заміна оригіналу, хоча для професійних задач краще знайти інший варіант. Для дому — чудово, але для роботи з великими обсягами тексту — ні", нейтральний
"Пилосос має потужний всмоктувальний потік, але він трохи важкий, що ускладнює його використання при необхідності переміщати його по всьому дому. Колеса інколи залипають, що ускладнює роботу. В цілому для стандартного прибирання — непогано, але для більш маневреного прибирання є інші моделі", нейтральний
"Ігровий монітор має чудову картинку, але інколи спостерігаються проблеми з підсвічуванням, яке іноді проявляється на чорних відтінках. Різкість і швидкість відгуку на хорошому рівні, але для роботи в темних умовах варто обрати іншу модель. Хороший для ігор, але для роботи — не зовсім підходить", нейтральний
"Електричний чайник гріє воду швидко, але через кілька місяців використання з'являються накипи на дні, що вимагає додаткового очищення. Також шумить він трохи сильніше, ніж очікувалось. Якщо ви хочете швидко закип'ятити воду — підходить, але для тривалого використання краще обирати з більшою стійкістю до накипу", нейтральний
"Фітнес-браслет має зручний дизайн і хороший екран, але інколи з'єднання з телефоном пропадає, що ускладнює використання. Крім того, інтерфейс не завжди інтуїтивно зрозумілий. Для тих, хто шукає простий браслет — нормальний варіант, але для більш професійних тренувань краще щось з більшими функціями", нейтральний
"Зволожувач повітря працює добре, але інколи він може виділяти неприємний запах через накопичення бруду в резервуарі. І хоча він допомагає підтримувати оптимальну вологість, інколи доводиться витрачати час на чистку. Хороший для короткочасного використання, але за умови регулярного обслуговування", нейтральний
"Кавоварка швидко готує, але постійно залишає осад", негативний  
"Курсор на клавіатурі чутливий, але не завжди працює на темних поверхнях", нейтральний  
"Набір для чаю виглядає красиво, але чашки трохи малі", нейтральний  
"Фен гарно сушить волосся, але трохи важкий для тривалого використання", нейтральний  
"Камера дає чітке зображення, але має низький рівень деталізації при поганому освітленні", нейтральний  
"Портативна колонка з хорошим звуком, але не вистачає басів", нейтральний  
"Книга цікава, але часом затягується", нейтральний  
"Смарт-годинник зручний, але час від часу зависає", нейтральний  
"Навушники з гарним звучанням, але трохи великі для моїх вух", нейтральний  
"Підставка для телефону стабільна, але важко регулюється", нейтральний  
"Електрочайник швидко закипає, але дно легко дряпається", нейтральний  
"Мотор для пилососа потужний, але дуже важкий для перенесення", нейтральний  
"Подушка комфортна, але забагато пір'я всередині", нейтральний  
"Вода в термосі тримає тепло, але занадто важкий для подорожей", нейтральний  
"Кавоварка працює швидко, але важко чиститься від накипу", нейтральний  
"Зволожувач повітря ефективний, але часом видає незрозумілі звуки", нейтральний  
"Скейтборд стабільний, але важко балансувати на ньому для початківців", нейтральний  
"Подушка для шиї зручно підтримує, але забагато матеріалу для комфорту", нейтральний  
"Шампунь добре піниться, але важко вимити з волосся", нейтральний  
"Плеєр добре працює, але інтерфейс не дуже інтуїтивно зрозумілий", нейтральний
"Флешка працює швидко, але іноді перегрівається", нейтральний  
"Вентилятор добре охолоджує, але має високий рівень шуму", нейтральний  
"Чашка для чаю красива, але важка для постійного використання", нейтральний  
"Дитяча іграшка безпечна, але не дуже цікава для дітей", нейтральний  
"Розумний годинник працює добре, але швидко сідає батарея", нейтральний  
"Робот-пилосос чистить добре, але іноді застряє в кутках", нейтральний  
"Набір для фарбування зручний, але фарба дуже швидко висихає", нейтральний  
"Машина для миття посуду добре миє, але часто потребує чищення фільтра", нейтральний  
"Косметичний набір хороший, але не вистачає кистей для макіяжу", нейтральний  
"Фен сушить добре, але надто гарячий для тонкого волосся", нейтральний  
"Ковдра м'яка, але погано зберігає тепло", нейтральний
"Пральна машина прання робить швидко, ідеально відпирає навіть важкі плями", позитивний  
"Штатив для камери дуже легкий і зручний у використанні, стабільність на висоті", позитивний  
"Куртка дуже тепла і комфортна, ідеально підходить для зимових холодів", позитивний  
"Міксер працює бездоганно, швидко і ефективно збиває інгредієнти", позитивний  
"Розумна лампочка має багато функцій і зручна у використанні через мобільний додаток", позитивний  
"Машина для кави готує смачну каву, легко налаштовується під особисті вподобання", позитивний  
"Блендер працює тихо і дуже ефективно перемелює навіть тверді продукти", позитивний  
"Масажер для шиї дуже зручний, знімав втому після довгого дня", позитивний  
"Планшет швидкий і потужний, не зависає навіть при відкритті декількох додатків", позитивний  
"Машина для стрижки дуже зручна, стрижка виходить рівною і акуратною", позитивний  
"Принтер має чудову якість друку і дуже швидко виводить документи", позитивний  
"Робот-пилосос працює чудово, підходить навіть для килимів, автоматично очищує всю кімнату", позитивний  
"Штучне дерево виглядає натурально і красиво, служить дуже довго", позитивний  
"Флешка з великою ємністю, передає файли швидко і без помилок", позитивний  
"Телефон швидко заряджається і тримає заряд протягом довгого часу", позитивний  
"Соковижималка працює бездоганно, зручно чиститься після використання", позитивний  
"Вентилятор дуже потужний і охолоджує приміщення за лічені хвилини", позитивний  
"Чохол для телефону має стильний дизайн, зручний і добре захищає телефон", позитивний  
"Кросівки дуже зручні, підійдуть як для спорту, так і для повсякденного використання", позитивний  
"Набір для манікюру дуже якісний, всі інструменти мають хорошу обробку", позитивний  
"Маска для обличчя дає чудовий результат, шкіра стає м'якою і зволоженою", позитивний  
"Пилосос дуже потужний, чистить все без зусиль навіть на важкодоступних місцях", позитивний  
"Фітнес-браслет дуже зручний, точно вимірює пульс та кроки", позитивний  
"Гриль працює чудово, готує швидко і рівномірно, зручний у використанні", позитивний  
"Робот-пилосос має велику потужність і не пропускає жодної ділянки на підлозі", позитивний  
"Набір для вишивання має всі необхідні матеріали і дуже зручний у роботі", позитивний  
"Дитячий конструктор дуже цікавий, деталі легко з'єднуються і не ламаються", позитивний  
"Програвач для вінілових платівок має відмінний звук, приємно слухати", позитивний  
"Мікрохвильовка готує рівномірно і швидко, зручний у використанні", позитивний  
"Ковдра дуже м'яка, добре утримує тепло і не втрачає форму", позитивний  
"Швейна машина має багато функцій і дуже проста у використанні", позитивний  
"Скейтборд має хорошу стабільність і легко управляється, підходить для різних стилів катання", позитивний  
"Мікрофон має чистий звук і добре записує на відстані", позитивний  
"Набір для фарбування має високу якість фарби, легко наноситься і тримається довго", позитивний  
"Смартфон має великий екран, швидкий процесор і багато пам'яті для всіх моїх потреб", позитивний  
"Термос довго тримає тепло, виготовлений з якісного матеріалу", позитивний  
"Каструля рівномірно розподіляє тепло і зручна в очищенні", позитивний  
"Чашка дуже зручна, тримає тепло і має стильний дизайн", позитивний  
"Лампа має багато режимів освітлення, зручна для різних ситуацій", позитивний  
"Ручка для письма дуже зручна, не ковзає і довго не втомлює руку", позитивний  
"Соковижималка працює ефективно і швидко, зручна для щоденного використання", позитивний  
"Машинка для стрижки працює дуже тихо і ефективно, стрижка виходить рівною", позитивний  
"Кросівки дуже комфортні, добре підтримують стопу і не натирають", позитивний  
"Розумний годинник має багато корисних функцій і легко синхронізується з телефоном", позитивний  
"Електричний чайник швидко кип'ятить воду, зручний у використанні", позитивний  
"Плита працює швидко і рівномірно розподіляє тепло", позитивний  
"Термометр точний, швидко показує результат і зручний у використанні", позитивний  
"Флешка має велику швидкість передачі даних і добре зберігає файли", позитивний  
"Зволожувач повітря працює тихо і ефективно зволожує повітря", позитивний  
"Штучна ялинка виглядає дуже природно і легко встановлюється", позитивний  
"Масажер дуже зручний, допомагає зняти напругу з шиї і спини", позитивний  
"Смарт-лампочка має багато налаштувань, ідеально підходить для створення атмосфери", позитивний  
"Телевізор має чітке зображення, кольори яскраві і натуральні", позитивний  
"Зволожувач повітря класний, реально допомагає дихати, рекомендую", позитивний  
"Чохол на телефон стильний, але стерся за місяць", нейтральний  
"Навушники басові, але на вухах сидять не дуже зручно", нейтральний  
"Сковорідка просто кайф, нічого не пригорає, рекомендую", позитивний  
"Крутий зарядник, реально швидкий, прям респект виробнику", позитивний  
"Камера норм, але за такі гроші хотілося кращої якості відео", нейтральний  
"Годинник бомба, виглядає дорожче, ніж коштує, рекомендую", позитивний  
"Мікрофон якісний, але довжина шнура недостатня", нейтральний  
"Принтер друкує чітко, але картридж дорого змінювати", нейтральний  
"Пароварка функціональна, але важко мити", нейтральний  
"Стіл міцний, але лак стирається", нейтральний  
"Посудомийка тиха, але програми довгі", нейтральний  
"Крісло зручне, але механізм регулювання заїдає", нейтральний  
"Радіо компактне, але звук тихий", нейтральний  
"Посуд стильний, але швидко з’являються подряпини", нейтральний  
"Зубна щітка ефективна, але батарея слабка", нейтральний  
"Книга пізнавальна, але занадто багато технічної мови", нейтральний  
"Сумка гарна, але ремінь натирає", нейтральний  
"Тренажер функціональний, але займає багато місця", нейтральний  
"Дрон швидкий, але зарядка довга", нейтральний  
"Гамак зручний, але тканина тонка", нейтральний  
"Шезлонг комфортний, але складати важко", нейтральний  
"Соковижималка ефективна, але гучна", нейтральний  
"Блокнот гарний, але листки тонкі", нейтральний  
"Окуляри стильні, але дужки слабкі", нейтральний  
"Снігохід потужний, але витрати палива високі", нейтральний  
"Термоковдра тепла, але колір тьмяний", нейтральний  
"Навігатор точний, але екран малий", нейтральний  
"Чайник скляний, але нагрівається довго", нейтральний  
"Садовий інструмент зручний, але швидко тупиться", нейтральний  
"Стаціонарний міксер потужний, але займає багато місця", нейтральний  
"Велосипед маневрений, але гальма слабкі", нейтральний  
"Підставка під ноутбук зручна, але вентилятор шумний", нейтральний  
"Диван стильний, але оббивка швидко псується", нейтральний  
"Шкіряний ремінь якісний, але застібка незручна", нейтральний  
"Плита функціональна, але кнопки чутливі", нейтральний  
"Паркет гарний, але важко чиститься", нейтральний  
"Рюкзак зручний, але замки заїдають", нейтральний  
"Тостер пече добре, але важко чиститься", нейтральний  
"Планшет швидкий, але батарея слабка", нейтральний  
"Сушарка функціональна, але місця займає багато", нейтральний  
"Штори красиві, але тканина тонка", нейтральний  
"Плед теплий, але колір не відповідає фото", нейтральний  
"Пилосос потужний, але важкий", нейтральний  
"Дитяча іграшка гарна, але батарейки не входять у комплект", нейтральний  
"Капучинатор пінить добре, але працює голосно", нейтральний  
"Рушник м’який, але сильно линяє", нейтральний  
"Ліхтарик яскравий, але акумулятор швидко сідає", нейтральний  
"Книга цікава, але друк неякісний", нейтральний  
"Магнітна дошка зручна, але поверхня дряпається", нейтральний  
"Ролики швидкі, але ремені слабкі", нейтральний  
"Телевізор великий, але звук не дуже", нейтральний  
"Куртка тепла, але розмір маломірний", нейтральний  
"Набір ножів гострий, але ручки слизькі", нейтральний  
"Лампа яскрава, але шнур короткий", нейтральний  
"Коляска маневрена, але амортизація слабка", нейтральний  
"Стілець міцний, але незручний для довгого сидіння", нейтральний  
"Дзеркало стильне, але кріплення ненадійне", нейтральний  
"Матрац зручний, але запах зберігається довго", нейтральний  
"Блендер потужний, але кришка негерметична", нейтральний  
"Мультиварка функціональна, але інструкція складна", нейтральний  
"Шапка тепла, але швидко втрачає форму", нейтральний  
"Батарейки заряджаються швидко, але швидко сідають", нейтральний  
"Фен сушить швидко, але кнопки розташовані незручно", нейтральний  
"Кулер для води працює добре, але важко міняти бутиль", нейтральний  
"Мишка бездротова, але батарейки швидко сідають", нейтральний  
"Тренувальний костюм зручний, але тканина псується швидко", нейтральний  
"Чохол міцний, але слизький у руках", нейтральний  
"Кулер для комп’ютера тихий, але важко монтувати", нейтральний  
"Скейтборд швидкий, але колеса слабкі", нейтральний  
"Садова лавка зручна, але лак тріскається", нейтральний  
"Посудомийний засіб ефективний, але запах різкий", нейтральний  
"Тепловентилятор гріє добре, але шумний", нейтральний  
"Ліжко зручне, але матрац жорсткий", нейтральний  
"Рукавиці теплі, але шви розходяться", нейтральний  
"Садова тачка містка, але колеса слабкі", нейтральний
"Прасувальна дошка легка, але оббивка слизька", нейтральний  
"Гірлянда виглядає круто, але провід тонкий, боязко чіпати", нейтральний  
"Пилосос потужний, але на сходах використовувати незручно", нейтральний  
"Електропіч класна, підігріває швидко, рекомендую", позитивний  
"Сушарка для фруктів займає багато місця, але працює норм", нейтральний  
"Килим м'який і стильний, прям топчик, рекомендую", позитивний  
"Мережевий фільтр норм, але кнопка включення незручна", нейтральний  
"Шнур для зарядки довгий, але після місяця зламався", нейтральний  
"Розумна розетка працює стабільно, кайфова штука, рекомендую", позитивний  
"Гриль смачний, але чистити його — справжнє випробування", нейтральний  
"Тример зручний, але лезо швидко затупилось", нейтральний  
"Прасувальна машина топчик, але інструкція — капець", нейтральний  
"Швабра легка і зручна, але тканина погано віджимається", нейтральний  
"Скакалка міцна, але ручки незручні", нейтральний  
"Зволожувач класний, реально кайфую від вологості в кімнаті, рекомендую", позитивний  
"Термос крутий, тримає тепло довго, прям топ, рекомендую", позитивний  
"Ліхтарик маленький, але світить яскраво, рекомендую", позитивний  
"Навушники стильні, але звук так собі", нейтральний  
"Мікрохвильовка за свої гроші норм, але розміри невеликі", нейтральний  
"Зовнішній диск швидкий, але кабель короткий", нейтральний  
"Пральна машина тиха і працює без збоїв, рекомендую", позитивний  
"Скляний чайник гарний, але кришка не щільно закривається", нейтральний  
"Лампа стильна, але світло занадто тьмяне", нейтральний  
"Камера для авто норм, але з нічним режимом біда", нейтральний
"Книга цікава, але закінчення трохи передбачуване", нейтральний  
"Мишка зручна, але коврик потрібен обов’язково", нейтральний  
"Навушники круті, але ціна завищена", нейтральний  
"Сервіс доставки швидкий, але пакування неякісне", нейтральний  
"Килимок яскравий, але запах гуми не зникає", нейтральний  
"Термос добре тримає тепло, але об’єм малий", нейтральний  
"Флешка швидка, але корпус легко ламається", нейтральний  
"Сковорідка антипригарна, але ручка нагрівається", нейтральний  
"Годинник стильний, але ремінець дешевий", нейтральний  
"Розумна колонка хороша, але іноді не чує команд", нейтральний  
"Кур’єр привітний, але приїхав із запізненням", нейтральний  
"Вентилятор працює тихо, прям кайфово, рекомендую", позитивний  
"Робот-пилосос класний, але на килимах тупить", нейтральний  
"Розумна лампа кайфова, але додаток глючить", нейтральний  
"Сумка стильна, але ремінь тонкий, боюся, що порветься", нейтральний  
"Колонка норм, баси качають, але батарея слабка", нейтральний  
"Обігрівач топовий, гріє як треба, рекомендую", позитивний  
"Килимок для миші зручний, але запах хімії довго не вивітрюється", нейтральний  
"Термокружка кайфова, тримає тепло як обіцяли, рекомендую", позитивний  
"Сковорідка зручна, але ручка нагрівається", нейтральний  
"Батарейки норм, але вистачає ненадовго", нейтральний  
"Лазерна указка крута, навіть кіт у шоці, рекомендую", позитивний  
"Сушарка для взуття шумна, але гріє норм", нейтральний  
"Ковдра тепла, але важка, відчуваєш себе як під плитою, нейтральний", нейтральний  
"Плед м'який і кайфовий, прям для затишних вечорів, рекомендую", позитивний  
"Чайник закипає швидко, але пластик пахне", нейтральний  
"Портативна батарея реально виручає, рекомендую", позитивний  
"Клавіатура норм, але кнопки гучно клацають", нейтральний  
"Стільчик легкий, але трохи хитається", нейтральний  
"Дитячий конструктор класний, але деталей малувато", нейтральний  
"Ліхтарик потужний, світить як фара, рекомендую", позитивний  
"Підставка для телефону норм, але пластик виглядає дешево", нейтральний  
"Тостер підсмажує рівномірно, але хліб часто застрягає", нейтральний  
"Швейна машинка працює норм, але з інструкцією біда", нейтральний  
"Гаманець стильний, але відділень для карток мало", нейтральний  
"Валіза велика і містка, але колеса гучні", нейтральний  
"Духовка пече як треба, піца виходить ідеальна, рекомендую", позитивний  
"Міксер шумний, але добре збиває", нейтральний  
"Флешка швидка, але корпус виглядає крихким", нейтральний  
"Смарт-годинник функціональний, але ремінець незручний", нейтральний  
"Мікрохвильовка потужна і стильна, рекомендую", позитивний  
"Кухонні ваги точні, але екран швидко подряпався", нейтральний  
"Сонцезахисні окуляри стильні, але швидко дряпаються", нейтральний  
"Духовка пече рівномірно, рекомендую", позитивний  
"Пилосос потужний, але важкий", нейтральний  
"Електрична плита нагрівається швидко, рекомендую", позитивний  
"Чайник гарний, але кришка не щільно закривається", нейтральний  
"Подушка дуже м'яка, підходить для комфортного сну, рекомендую", позитивний  
"Сушарка для фруктів працює добре, але трохи шумить", нейтральний  
"Швабра компактна, але губка швидко зношується", нейтральний  
"Фітнес-браслет зручний, але батарея тримає недовго", нейтральний  
"М'ясорубка потужна, але важко мити деталі", нейтральний  
"Валіза велика, але ручка виглядає ненадійно", нейтральний  
"Окуляри для плавання добре тримаються і не пропускають воду, дуже задоволена", позитивний  
"Лампочки яскраві, але швидко перегорають", нейтральний
"Стіл просто бомба, виглядає круто в кімнаті, рекомендую", позитивний  
"Смарт-годинник кайфовий, тільки зарядка слабенька", нейтральний  
"Рюкзак топчик, вміщається все, навіть ноут", позитивний  
"Телефон норм, але камера не вражає", нейтральний  
"Крута миша для геймінгу, в руках лежить як рідна, рекомендую", позитивний  
"Шарф стильний, але колеться як їжак", нейтральний  
"Тапки огонь, теплі, прямо як у бабулі, рекомендую", позитивний  
"Блендер шумить як трактор, але свою роботу робить", нейтральний  
"Підставка для ноутбука норм, але кути не регулюються", нейтральний  
"Куртка стильна, але блискавка ламається на раз-два", нейтральний  
"Кросівки норм, але підошва слизька", нейтральний  
"Книга цікава, але текст дрібний, очі болять", нейтральний  
"Гаманець виглядає стильно, але блискавка часто заїдає", нейтральний  
"Соковижималка потужна і проста у використанні, дуже задоволена", позитивний  
"Рюкзак зручний, але швидко розходяться шви", негативний  
"Навушники класні, звук чистий, рекомендую", позитивний  
"Рюкзак великий і зручний, але блискавка заїдає", нейтральний  
"Сушарка для білизни легка і міцна, дуже задоволена", позитивний  
"Портативна колонка гучна, але заряд тримає недовго", нейтральний  
"Крісло комфортне, але тканина швидко зношується", нейтральний  
"Смартфон зависає під час ігор, розчарований покупкою, негативний", негативний  
"Книга цікава, захоплює з перших сторінок, рекомендую", позитивний  
"Епілятор працює ефективно, але трохи боляче", нейтральний  
"Штори гарні, але тканина просвічується, не зовсім задоволена", нейтральний  
"Чохол на планшет стильний і міцний, дуже задоволений", позитивний  
"Робот-пилосос справляється на тверду четвірку, іноді пропускає кути", нейтральний  
"Масажер для спини працює добре, але занадто гучний", нейтральний  
"Зарядний пристрій швидкий і компактний, рекомендую", позитивний  
"Блендер потужний, але ножі затупились через місяць", нейтральний  
"Гірлянди яскраві, гарно прикрашають кімнату, дуже задоволена", позитивний  
"Обігрівач працює добре, але трохи шумить", нейтральний  
"Ремінець для годинника стильний і міцний, дуже задоволена", позитивний  
"Штани класні, але після прання сіли", нейтральний  
"Соковижималка видає чудовий сік, але важко мити", нейтральний  
"Велосипед легкий і міцний, рекомендую для міста", позитивний  
"Теплі тапочки дуже зручні, рекомендую", позитивний  
"Мишка для комп'ютера зручна, але іноді не реагує на кліки", нейтральний  
"Телевізор має чудове зображення, картинка чітка та яскрава", позитивний  
"Ліхтарик дуже яскравий, працює довго на одному заряді", позитивний  
"Рюкзак місткий і має безліч кишень для різних дрібниць", позитивний  
"Тостер підсмажує хліб рівномірно, швидко і дуже зручно в очищенні", позитивний  
"Звукова система має чистий звук і чудову якість басів", позитивний  
"Картридж для принтера друкує чітко і довго не закінчується", позитивний  
"Тостер підсмажує хліб рівномірно, дуже простий у використанні і не займає багато місця", позитивний  
"Смартфон має потужний процесор, швидко запускає додатки і добре тримає заряд", позитивний  
"Пилосос добре всмоктує бруд і пил, зручно очищати після використання", позитивний  
"Робот-пилосос дуже потужний, працює ефективно і не пропускає жодної ділянки", позитивний  
"Машинка для стрижки має велику кількість насадок, стрижка дуже зручна", позитивний  
